Each;search;id;author;year;journal;title;select;species;strain;strainGrouped;origin;sex;model;mTime;mTimeStart;mTimeEnd;mHours;mHoursAve;mCage;mCageGrouped;mLD;mLDGrouped;mRepetition;mControlGrouped;mDetails;hit2Grouped;hit2Ccomment;nest;testAuthor;testAuthorGrouped;waterTcate;waterT;testDetail;testLength;testHab;testLD;testLDGrouped;ageRange;ageWeek;exclude;varAuthor;varAuthorGrouped;freezingType;retentionInMin;retention;retentionGrouped;direction;directionGrouped;directionAnalysis;dataFrom;effectSizeCorrection;cut_nC;n_notRetriev;nC;meanC;sdC;seC;nE;meanE;sdE;seE;dataType;seqGeneration;baseline;allocation;housing;blindExp;control;outAss;outBlind;incData;;
1244;W;24747276;"Bai, M; Zhang, L; Zhu, XZ; Zhang, Y; Zhang, S; Xue, L";2014;PHYSIOLOGY & BEHAVIOR;Comparison of depressive behaviors induced by three stress paradigms in rats;1;rat;sprague-dawley;spragueDawley;M;F;I;P1-P13;1;13;6;6;NC;NC;NS;NS;RP;AFR;culling not mentioned, temperature control separation not mentioned;0;24h after OF;a;forced swim test;FST;notApplicable;notApplicable;pretest 15min followed 24h later by 5min test.;5min;;NS;NS;w14;14;;floating day2;immobilityMem;notApplicable;1440;24h;long;ns;ns;ANOVA;ruler;;;;15;94.27;22.13;;17;108.84;19.94;;count;Y;NS;NS;NS;Y;Y;C;C;Y;;
1244;W;24747276;"Bai, M; Zhang, L; Zhu, XZ; Zhang, Y; Zhang, S; Xue, L";2014;PHYSIOLOGY & BEHAVIOR;Comparison of depressive behaviors induced by three stress paradigms in rats;1;rat;sprague-dawley;spragueDawley;M;F;I;P1-P13;1;13;6;6;NC;NC;NS;NS;RP;AFR;culling not mentioned, temperature control separation not mentioned;1;chronic predictable stress from week 10 to week 13 + 24h after OF;b;forced swim test;FST;notApplicable;notApplicable;pretest 15min followed 24h later by 5min test.;5min;;NS;NS;w14;14;;floating day2;immobilityMem;notApplicable;1440;24h;long;increase;increase;ANOVA;ruler;;;;11;110.73;21.07;;10;219;39.02;;count;Y;NS;NS;NS;Y;Y;C;C;Y;;
1244;W;24747276;"Bai, M; Zhang, L; Zhu, XZ; Zhang, Y; Zhang, S; Xue, L";2014;PHYSIOLOGY & BEHAVIOR;Comparison of depressive behaviors induced by three stress paradigms in rats;1;rat;sprague-dawley;spragueDawley;M;M;I;P1-P13;1;13;6;6;NC;NC;NS;NS;RP;AFR;culling not mentioned, temperature control separation not mentioned;;;a;open field;OF;;;rats placed into center of field. Recorded with ethovision;5min;;NS;NS;w14;14;1;total distance;distance;notApplicable;;notApplicable;;;notApplicable;ANOVA;;;;;15;725.75;67.09;;16;293.63;95.06;;count;Y;NS;NS;NS;Y;Y;C;C;Y;;
1244;W;24747276;"Bai, M; Zhang, L; Zhu, XZ; Zhang, Y; Zhang, S; Xue, L";2014;PHYSIOLOGY & BEHAVIOR;Comparison of depressive behaviors induced by three stress paradigms in rats;1;rat;sprague-dawley;spragueDawley;M;M;I;P1-P13;1;13;6;6;NC;NC;NS;NS;RP;AFR;culling not mentioned, temperature control separation not mentioned;1;chronic predictable stress from week 10 to week 13;b;open field;OF;;;rats placed into center of field. Recorded with ethovision;5min;;NS;NS;w14;14;1;total distance;distance;notApplicable;;notApplicable;;;notApplicable;ANOVA;;;;;15;335.46;60.87;;20;232.11;68.73;;count;Y;NS;NS;NS;Y;Y;C;C;Y;;
1244;W;24747276;"Bai, M; Zhang, L; Zhu, XZ; Zhang, Y; Zhang, S; Xue, L";2014;PHYSIOLOGY & BEHAVIOR;Comparison of depressive behaviors induced by three stress paradigms in rats;1;rat;sprague-dawley;spragueDawley;M;F;I;P1-P13;1;13;6;6;NC;NC;NS;NS;RP;AFR;culling not mentioned, temperature control separation not mentioned;;;a;open field;OF;;;rats placed into center of field. Recorded with ethovision;5min;;NS;NS;w14;14;1;total distance;distance;notApplicable;;notApplicable;;;notApplicable;ANOVA;;;;;15;754.5;60.65;;17;737.49;71.52;;count;Y;NS;NS;NS;Y;Y;C;C;Y;;
1244;W;24747276;"Bai, M; Zhang, L; Zhu, XZ; Zhang, Y; Zhang, S; Xue, L";2014;PHYSIOLOGY & BEHAVIOR;Comparison of depressive behaviors induced by three stress paradigms in rats;1;rat;sprague-dawley;spragueDawley;M;F;I;P1-P13;1;13;6;6;NC;NC;NS;NS;RP;AFR;culling not mentioned, temperature control separation not mentioned;1;chronic predictable stress from week 10 to week 13;b;open field;OF;;;rats placed into center of field. Recorded with ethovision;5min;;NS;NS;w14;14;1;total distance;distance;notApplicable;;notApplicable;;;notApplicable;ANOVA;;;;;11;572.51;72.41;;10;236.35;70.84;;count;Y;NS;NS;NS;Y;Y;C;C;Y;;
967;W;24748365;"Venna, VR; McCullough, LD";2015;METABOLIC BRAIN DISEASE;Role of social factors on cell death, cerebral plasticity and recovery after stroke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1093;W;24752649;"Roth, TL; Matt, S; Chen, K; Blaze, J";2014;DEVELOPMENTAL PSYCHOBIOLOGY;Bdnf DNA Methylation Modifications in the Hippocampus and Amygdala of Male and Female Rats Exposed to Different Caregiving Environments Outside the Homecage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1128;W;24752859;"Shumake, J; Barrett, DW; Lane, MA; Wittke, AJ";2014;BIOMETALS;Behavioral effects of bovine lactoferrin administration during postnatal development of rats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1124;W;24763106;"Zhang, LM; Qiu, ZK; Zhao, N; Chen, HX; Liu, YQ; Xu, JP; Zhang, YZ; Yang, RF; Li, YF";2014;INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY;Anxiolytic-like effects of YL-IPA08, a potent ligand for the translocator protein (18 kDa) in animal models of post-traumatic stress disorder;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1193;W;24769268;"Kirkpatrick, K; Marshall, AT; Smith, AP; Koci, J; Park, Y";2014;BEHAVIOURAL BRAIN RESEARCH;Individual differences in impulsive and risky choice: Effects of environmental rearing conditions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1317;W;24770742;"Burenkova, OV; Aleksandrova, EA; Zaraiskaya, IY";2014;BULLETIN OF EXPERIMENTAL BIOLOGY AND MEDICINE;Administration of Histone Deacetylase Inhibitor During Neonatal Period Changes Emotionality of Adult Male 129Sv Mice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1228;W;24776303;"Miranda-Morales, RS; Nizhnikov, ME; Waters, DH; Spear, NE";2014;ALCOHOL;New evidence of ethanol's anxiolytic properties in the infant rat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1239;W;24776488;"Momeni, S; Sharif, M; Agren, G; Roman, E";2014;BEHAVIOURAL PHARMACOLOGY;Individual differences in risk-related behaviors and voluntary alcohol intake in outbred Wistar rats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1158;W;24780380;"Bernard, PB; Castano, AM; Bayer, KU; Benke, TA";2014;NEUROPHARMACOLOGY;Necessary, but not sufficient: Insights into the mechanisms of mGluR mediated long-term depression from a rat model of early life seizures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1192;W;24780867;"Lei, M; Luo, L; Qu, TS; Jia, HX; Li, L";2014;BEHAVIOURAL BRAIN RESEARCH;Perceived location specificity in perceptual separation-induced but not fear conditioning-induced enhancement of prepulse inhibition in rats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1151;W;24781516;"Frye, CA; Koonce, CJ; Walf, AA";2014;PSYCHOPHARMACOLOGY;Involvement of pregnane xenobiotic receptor in mating-induced allopregnanolone formation in the midbrain and hippocampus and brain-derived neurotrophic factor in the hippocampus among female rats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1286;W;24782706;"Bravo, JA; Dinan, TG; Cryan, JF";2014;FRONTIERS IN MOLECULAR NEUROSCIENCE;Early-life stress induces persistent alterations in 5-HT1A receptor and serotonin transporter mRNA expression in the adult rat brain;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1257;W;24786242;"Schmauss, C; Lee-McDermott, Z; Medina, LR";2014;SCIENTIFIC REPORTS;Trans-generational Effects of Early Life Stress: The Role of Maternal Behavior;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6009;P;24793177;Battaglia M, Ogliari A, D'Amato F, Kinkead R.;2014;Neurosci Biobehav Rev;Early-life risk factors for panic and separation anxiety disorder: insights and outstanding questions arising from human and animal studies of CO2 sensitivity.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1194;W;24793492;"Verma, R; Friedler, BD; Harris, NM; McCullough, LD";2014;BEHAVIOURAL BRAIN RESEARCH;Pair housing reverses post-stroke depressive behavior in mice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1255;W;24801635;"MacKay, JC; James, JS; Cayer, C; Kent, P; Anisman, H; Merali, Z";2014;PLOS ONE;Protracted Effects of Juvenile Stressor Exposure Are Mitigated by Access to Palatable Food;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1127;W;24802968;"Hill, RA; Klug, M; Von Soly, SK; Binder, MD; Hannan, AJ; van den Buuse, M";2014;HIPPOCAMPUS;"Sex-Specific Disruptions in Spatial Memory and Anhedonia in a ""Two Hit"" Rat Model Correspond With Alterations in Hippocampal Brain-Derived Neurotrophic Factor Expression and Signaling";1;rat;wistar;wistar;B;M;M;P2-P14;2;14;3;3;HC;HC;L;L;RP;AFR;culling litters to 8 with equal ratio M:F;0;drinking vehicle solution of 0.5% ethanol in tap water;a;Y maze;yMaze;notApplicable;notApplicable;Exposure 1: rat placed in the maze facing the wall at the end of one arm (start arm) and allowed to explore the arena for 10 min with one arm closed off. Retention: 2h. Rat placed back into start arm and allowed to explore all three arms for 5min. Analysed with ethovision;5min;1;L;L;w12;12;;time spent novel arm 2h;novelTime;notApplicable;120;2h;short;ns;ns;ANOVA;ruler;;;;9;265;;17;11;302;;22;percentage;Y;NS;NS;NS;NS;Y;C;C;Y;;
1127;W;24802968;"Hill, RA; Klug, M; Von Soly, SK; Binder, MD; Hannan, AJ; van den Buuse, M";2014;HIPPOCAMPUS;"Sex-Specific Disruptions in Spatial Memory and Anhedonia in a ""Two Hit"" Rat Model Correspond With Alterations in Hippocampal Brain-Derived Neurotrophic Factor Expression and Signaling";1;rat;wistar;wistar;B;M;M;P2-P14;2;14;3;3;HC;HC;L;L;RP;AFR;culling litters to 8 with equal ratio M:F;0;drinking vehicle solution of 0.5% ethanol in tap water;a;novel object recognition;OR;notApplicable;notApplicable;habituation 10min/day for 2 days. Day 3 animals explore two identical objects for 10 min. Retention 2h. Reintroduced for 5min to the apparatus in which one of the familiar objects was replaced. Recorded and analysed with video tracking software. Animals that explored for less than 10s excluded;5min;1;L;L;w13;13;;novelTime %;novelTime;notApplicable;120;2h;short;ns;ns;ANOVA;ruler;;;;9;341;;27;11;348;;17;ratio;Y;NS;NS;NS;NS;Y;C;C;Y;;
1127;W;24802968;"Hill, RA; Klug, M; Von Soly, SK; Binder, MD; Hannan, AJ; van den Buuse, M";2014;HIPPOCAMPUS;"Sex-Specific Disruptions in Spatial Memory and Anhedonia in a ""Two Hit"" Rat Model Correspond With Alterations in Hippocampal Brain-Derived Neurotrophic Factor Expression and Signaling";1;rat;wistar;wistar;B;M;M;P2-P14;2;14;3;3;HC;HC;L;L;RP;AFR;culling litters to 8 with equal ratio M:F;0;drinking vehicle solution of 0.5% ethanol in tap water;a;elevated plus maze;EPM;notApplicable;notApplicable;elevated 50cm, rats placed in center facing closed arm;5min, analysed with ethovision;;L;L;w15;15;;discrimination index open (%);timeOpen;notApplicable;;notApplicable;notApplicable;ns;ns;ANOVA;ruler;;;;9;133;;41;11;153;;40;ratio;Y;NS;NS;NS;NS;Y;C;C;Y;;
1127;W;24802968;"Hill, RA; Klug, M; Von Soly, SK; Binder, MD; Hannan, AJ; van den Buuse, M";2014;HIPPOCAMPUS;"Sex-Specific Disruptions in Spatial Memory and Anhedonia in a ""Two Hit"" Rat Model Correspond With Alterations in Hippocampal Brain-Derived Neurotrophic Factor Expression and Signaling";1;rat;wistar;wistar;B;F;M;P2-P14;2;14;3;3;HC;HC;L;L;RP;AFR;culling litters to 8 with equal ratio M:F;0;drinking vehicle solution of 0.5% ethanol in tap water;b;Y maze;yMaze;notApplicable;notApplicable;Exposure 1: rat placed in the maze facing the wall at the end of one arm (start arm) and allowed to explore the arena for 10 min with one arm closed off. Retention: 2h. Rat placed back into start arm and allowed to explore all three arms for 5min. Analysed with ethovision;5min;1;L;L;w12;12;;time spent novel arm 2h;novelTime;notApplicable;120;2h;short;ns;ns;ANOVA;ruler;;;;11;309;;26;13;327;;21;percentage;Y;NS;NS;NS;NS;Y;C;C;Y;;
1127;W;24802968;"Hill, RA; Klug, M; Von Soly, SK; Binder, MD; Hannan, AJ; van den Buuse, M";2014;HIPPOCAMPUS;"Sex-Specific Disruptions in Spatial Memory and Anhedonia in a ""Two Hit"" Rat Model Correspond With Alterations in Hippocampal Brain-Derived Neurotrophic Factor Expression and Signaling";1;rat;wistar;wistar;B;F;M;P2-P14;2;14;3;3;HC;HC;L;L;RP;AFR;culling litters to 8 with equal ratio M:F;0;drinking vehicle solution of 0.5% ethanol in tap water;b;novel object recognition;OR;notApplicable;notApplicable;habituation 10min/day for 2 days. Day 3 animals explore two identical objects for 10 min. Retention 2h. Reintroduced for 5min to the apparatus in which one of the familiar objects was replaced. Recorded and analysed with video tracking software. Animals that explored for less than 10s excluded;5min;1;L;L;w13;13;;discrimination index (%);DI;notApplicable;120;2h;short;ns;ns;ANOVA;ruler;;;;11;317;;18;13;332;;23;ratio;Y;NS;NS;NS;NS;Y;C;C;Y;;
1127;W;24802968;"Hill, RA; Klug, M; Von Soly, SK; Binder, MD; Hannan, AJ; van den Buuse, M";2014;HIPPOCAMPUS;"Sex-Specific Disruptions in Spatial Memory and Anhedonia in a ""Two Hit"" Rat Model Correspond With Alterations in Hippocampal Brain-Derived Neurotrophic Factor Expression and Signaling";1;rat;wistar;wistar;B;F;M;P2-P14;2;14;3;3;HC;HC;L;L;RP;AFR;culling litters to 8 with equal ratio M:F;0;drinking vehicle solution of 0.5% ethanol in tap water;b;elevated plus maze;EPM;notApplicable;notApplicable;elevated 50cm, rats placed in center facing closed arm;5min, analysed with ethovision;;L;L;w15;15;;discrimination index open (%);timeOpen;notApplicable;;notApplicable;notApplicable;ns;ns;ANOVA;ruler;;;;11;339;;53;13;350;;36;ratio;Y;NS;NS;NS;NS;Y;C;C;Y;;
1127;W;24802968;"Hill, RA; Klug, M; Von Soly, SK; Binder, MD; Hannan, AJ; van den Buuse, M";2014;HIPPOCAMPUS;"Sex-Specific Disruptions in Spatial Memory and Anhedonia in a ""Two Hit"" Rat Model Correspond With Alterations in Hippocampal Brain-Derived Neurotrophic Factor Expression and Signaling";1;rat;wistar;wistar;B;M;M;P2-P14;2;14;3;3;HC;HC;L;L;RP;AFR;culling litters to 8 with equal ratio M:F;0;drinking vehicle solution of 0.5% ethanol in tap water;a;elevated plus maze;EPM;;;elevated 50cm, rats placed in center facing closed arm;5min, analysed with ethovision;;L;L;w15;15;1;total arm entries;entries;notApplicable;;notApplicable;;;notApplicable;ANOVA;;;;;;;;;;;;;count;Y;NS;NS;NS;NS;Y;C;C;Y;;
1127;W;24802968;"Hill, RA; Klug, M; Von Soly, SK; Binder, MD; Hannan, AJ; van den Buuse, M";2014;HIPPOCAMPUS;"Sex-Specific Disruptions in Spatial Memory and Anhedonia in a ""Two Hit"" Rat Model Correspond With Alterations in Hippocampal Brain-Derived Neurotrophic Factor Expression and Signaling";1;rat;wistar;wistar;B;F;M;P2-P14;2;14;3;3;HC;HC;L;L;RP;AFR;culling litters to 8 with equal ratio M:F;0;drinking vehicle solution of 0.5% ethanol in tap water;b;elevated plus maze;EPM;;;elevated 50cm, rats placed in center facing closed arm;5min, analysed with ethovision;;L;L;w15;15;1;total arm entries;entries;notApplicable;;notApplicable;;;notApplicable;ANOVA;;;;;;;;;;;;;count;Y;NS;NS;NS;NS;Y;C;C;Y;;
1164;W;24803212;"Ago, Y; Tanaka, T; Ota, Y; Kitamoto, M; Imoto, E; Takuma, K; Matsuda, T";2014;BEHAVIOURAL BRAIN RESEARCH;Social crowding in the night-time reduces an anxiety-like behavior and increases social interaction in adolescent mice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1261;W;24804886;"Grippo, AJ; Ihm, E; Wardwell, J; McNeal, N; Scotti, MAL; Moenk, DA; Chandler, DL; LaRocca, MA; Preihs, K";2014;PSYCHOSOMATIC MEDICINE;The Effects of Environmental Enrichment on Depressive and Anxiety-Relevant Behaviors in Socially Isolated Prairie Voles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1018;W;24807589;"Yu, YC; Wu, SJ; Li, JX; Wang, RY; Xie, XP; Yu, XF; Pan, JC; Xu, Y; Zheng, L";2015;METABOLIC BRAIN DISEASE;The effect of curcumin on the brain-gut axis in rat model of irritable bowel syndrome: involvement of 5-HT-dependent signaling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1277;W;24808840;"Berardi, A; Trezza, V; Palmery, M; Trabace, L; Cuomo, V; Campolongo, P";2014;FRONTIERS IN BEHAVIORAL NEUROSCIENCE;An updated animal model capturing both the cognitive and emotional features of post-traumatic stress disorder (PTSD);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1166;W;24814613;"Richter, SH; Wollmanna, E; Schmidt, M; Zillmann, U; Hellweg, R; Sprengel, R; Gass, P";2014;BEHAVIOURAL BRAIN RESEARCH;The effects of neonatal cryoanaesthesia-induced hypothermia on adult emotional behaviour and stress markers in C57BL/6 mice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1173;W;24815376;"Erwan, E; Chowdhury, VS; Nagasawa, M; Goda, R; Otsuka, T; Yasuo, S; Furuse, M";2014;EUROPEAN JOURNAL OF PHARMACOLOGY;Central injection of L- and D-aspartate attenuates isolation-induced stress behavior in chicks possibly through different mechanisms;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1195;W;24819632;"Reus, GZ; Vieira, FG; Abelaira, HM; Michels, M; Tomaz, DB; dos Santos, MAB; Carlessi, AS; Neotti, MV; Matias, BI; Luz, JR; Dal-Pizzol, F; Quevedo, J";2014;JOURNAL OF PSYCHIATRIC RESEARCH;MAPK signaling correlates with the antidepressant effects of ketamine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1066;W;24821004;"Granholm, L; Roman, E; Nylander, I";2015;BRITISH JOURNAL OF PHARMACOLOGY;Single housing during early adolescence causes time-, area- and peptide-specific alterations in endogenous opioids of rat brain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1165;W;24821405;"Hofford, RS; Darna, M; Wilmouth, CE; Dwoskin, LP; Bardo, MT";2014;BEHAVIOURAL BRAIN RESEARCH;Environmental enrichment reduces methamphetamine cue-induced reinstatement but does not alter methamphetamine reward or VMAT2 function;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1252;W;24827731;"Klomp, A; Vaclavu, L; Meerhoff, GF; Reneman, L; Lucassen, PJ";2014;PLOS ONE;Effects of Chronic Fluoxetine Treatment on Neurogenesis and Tryptophan Hydroxylase Expression in Adolescent and Adult Rats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5872;P;24830028;Peretto P, Paredes RG.;2014;Neurobiology of chemical communication;Social Cues, Adult Neurogenesis, and Reproductive Behavior.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1011;W;24830945;"McCormick, CM; Hodges, TE; Simone, JJ";2015;DEVELOPMENTAL COGNITIVE NEUROSCIENCE;Peer pressures: Social instability stress in adolescence and social deficits in adulthood in a rodent model;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1248;W;24831231;"Toda, H; Boku, S; Nakagawa, S; Inoue, T; Kato, A; Takamura, N; Song, N; Nibuya, M; Koyama, T; Kusumi, I";2014;PLOS ONE;Maternal Separation Enhances Conditioned Fear and Decreases the mRNA Levels of the Neurotensin Receptor 1 Gene with Hypermethylation of This Gene in the Rat Amygdala;1;rat;sprague-dawley;spragueDawley;P;M;M;P2-P14;2;14;3;3;NC;NC;L;L;RP;AFR;crossfostered, 8 males and 2 females selected on P2, incubator at 27-30C;1;;a;contextual fear conditioning;fearConditioning;notApplicable;notApplicable;rats individually underwent inescapable electric footshocks for a total of 5min in a shock chamber with a grid floor. 5 footshocks (2mA scrambled) delivered at 30s separation. Retention 24h. Rats re-exposed to chamber without footshocks. Also redone 24h later.;5min;;L;L;w10-w12;11;;freezing (%) recall (24h);freezingMem;recallContext;1440;24h;long;increase;increase;ANOVA;ruler;;;;11;252;;32;11;310;;32;percentage;NS;NS;NS;NS;NS;Y;NS;NS;NS;;
1248;W;24831231;"Toda, H; Boku, S; Nakagawa, S; Inoue, T; Kato, A; Takamura, N; Song, N; Nibuya, M; Koyama, T; Kusumi, I";2014;PLOS ONE;Maternal Separation Enhances Conditioned Fear and Decreases the mRNA Levels of the Neurotensin Receptor 1 Gene with Hypermethylation of This Gene in the Rat Amygdala;1;rat;sprague-dawley;spragueDawley;P;M;M;P2-P14;2;14;3;3;NC;NC;L;L;RP;AFR;crossfostered, 8 males and 2 females selected on P2, incubator at 27-30C;1;;a;contextual fear conditioning;fearConditioning;notApplicable;notApplicable;rats individually underwent inescapable electric footshocks for a total of 5min in a shock chamber with a grid floor. 5 footshocks (2mA scrambled) delivered at 30s separation. Retention 24h. Rats re-exposed to chamber without footshocks. Also redone 24h later.;5min;;L;L;w10-w12;11;;freezing (%) recall (48h);freezingMem;recallContext;2880;48h;long;increase;increase;ANOVA;ruler;;;;11;107;;41;11;224;;40;percentage;NS;NS;NS;NS;NS;Y;NS;NS;NS;;
1248;W;24831231;"Toda, H; Boku, S; Nakagawa, S; Inoue, T; Kato, A; Takamura, N; Song, N; Nibuya, M; Koyama, T; Kusumi, I";2014;PLOS ONE;Maternal Separation Enhances Conditioned Fear and Decreases the mRNA Levels of the Neurotensin Receptor 1 Gene with Hypermethylation of This Gene in the Rat Amygdala;1;rat;sprague-dawley;spragueDawley;P;M;M;P2-P14;2;14;3;3;NC;NC;L;L;RP;AFR;crossfostered, 8 males and 2 females selected on P2, incubator at 27-30C;1;;a;open field;OF;notApplicable;notApplicable;90x90, divided into 81 squares. Rats placed singly in the center. Recorded with tracking software;30min;;L;L;w10-w12;11;;time spent center (%);timeCenter;notApplicable;;notApplicable;notApplicable;ns;ns;ANOVA;ruler;;;;11;167;;41;11;178;;50;percentage;NS;NS;NS;NS;NS;Y;C;C;NS;;
1248;W;24831231;"Toda, H; Boku, S; Nakagawa, S; Inoue, T; Kato, A; Takamura, N; Song, N; Nibuya, M; Koyama, T; Kusumi, I";2014;PLOS ONE;Maternal Separation Enhances Conditioned Fear and Decreases the mRNA Levels of the Neurotensin Receptor 1 Gene with Hypermethylation of This Gene in the Rat Amygdala;1;rat;sprague-dawley;spragueDawley;P;M;M;P2-P14;2;14;3;3;NC;NC;L;L;RP;AFR;crossfostered, 8 males and 2 females selected on P2, incubator at 27-30C;;;a;open field;OF;;;90x90, divided into 81 squares. Rats placed singly in the center. Recorded with tracking software;30min;;L;L;w10-w12;11;1;total distance;distance;notApplicable;;notApplicable;;ns;ns;ANOVA;;;;;;;;;;;;;count;NS;NS;NS;NS;NS;Y;C;C;NS;;
1248;W;24831231;"Toda, H; Boku, S; Nakagawa, S; Inoue, T; Kato, A; Takamura, N; Song, N; Nibuya, M; Koyama, T; Kusumi, I";2014;PLOS ONE;Maternal Separation Enhances Conditioned Fear and Decreases the mRNA Levels of the Neurotensin Receptor 1 Gene with Hypermethylation of This Gene in the Rat Amygdala;1;rat;sprague-dawley;spragueDawley;P;M;M;P2-P14;2;14;3;3;NC;NC;L;L;RP;AFR;crossfostered, 8 males and 2 females selected on P2, incubator at 27-30C;;;a;elevated plus maze;EPM;;;50cm above ground. Rats placed singly on central platform facing open arm. Automatically recorded with limelight;5min;;L;L;w10-w12;11;1;entries in open arm;entriesOpen;notApplicable;;notApplicable;;ns;ns;ANOVA;;;;;;;;;;;;;count;NS;NS;NS;NS;NS;Y;C;C;NS;;
1188;W;24831838;"Ataollahi, F; Pingguan-Murphy, B; Moradi, A; Abas, WAW; Chua, KH; Abu Osman, NA";2014;CYTOTHERAPY;New method for the isolation of endothelial cells from large vessels;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2035;W;24836911;"Bodensteiner, KJ; Ghiraldi, LL; Miner, SS";2012;JOURNAL OF GENERAL PSYCHOLOGY;Differential Effects of Short- and Long-Term Early Maternal Separation on Subsequent Maternal Behavior in Rats;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6017;P;24839560;Chen LJ, Shen BQ, Liu DD, Li ST.;2014;Neural Plast;The effects of early-life predator stress on anxiety- and depression-like behaviors of adult rats.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1178;W;24839933;"Ruan, CS; Wang, SF; Shen, YJ; Guo, Y; Yang, CR; Zhou, FH; Tan, LT; Zhou, L; Liu, JJ; Wang, WY; Xiao, ZC; Zhou, XF";2014;EUROPEAN JOURNAL OF NEUROSCIENCE;Deletion of TRIM32 protects mice from anxiety- and depression-like behaviors under mild stress;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
